0, 1.4, 11
60, 0.37, 80
65, 0.42, 76
66, 0.33, 70
67, 0.56, 29
0, 1.8, 7
60, 0.51, 69
65, 0.46, 75
67, 0.65, 38
0, 2.0, 3
56, 0.46, 65
61, 0.42, 68
62, 0.37, 64
63, 0.37, 11
0, 1.5, 8
55, 0.42, 57
60, 0.37, 69
62, 0.14, 64
63, 0.65, 31
0, 1.8, 4
56, 0.46, 61
61, 0.33, 67
63, 0.74, 39
0, 1.5, 8
56, 0.37, 64
61, 0.33, 67
62, 0.37, 65
63, 0.37, 14
0, 1.5, 7
53, 0.42, 70
58, 0.37, 73
60, 0.74, 30
0, 2.4, 3
53, 0.42, 69
58, 0.37, 69
60, 0.79, 33
0, 1.5, 7
51, 0.37, 67
56, 0.42, 71
58, 0.37, 71
57, 0.28, 30
58, 0.19, 0
0, 1.4, 7
51, 0.37, 63
56, 0.42, 67
58, 0.74, 36
0, 1.7, 8
49, 0.33, 81
52, 0.37, 77
54, 0.74, 39
0, 1.6, 7
48, 0.33, 72
54, 0.33, 77
56, 0.84, 44
0, 1.5, 9
51, 0.33, 73
56, 0.42, 70
58, 0.74, 27
0, 1.5, 4
51, 0.42, 61
56, 0.42, 67
58, 0.65, 31
0, 1.6, 6
55, 0.37, 67
60, 0.42, 70
62, 0.93, 40
0, 1.3, 11
61, 0.37, 75
66, 0.37, 82
68, 0.79, 45
0, 1.5, 8
62, 0.37, 82
65, 0.37, 79
67, 0.7, 40
0, 1.5, 7
58, 0.56, 72
63, 0.32, 82
65, 0.84, 38
0, 1.2, 5
56, 0.51, 69
72, 0.19, 72
63, 0.09, 73
62, 0.14, 68
63, 0.56, 29
0, 1.3, 9
56, 0.42, 62
61, 0.33, 72
63, 0.7, 28
0, 1.3, 11
57, 0.37, 64
62, 0.37, 76
64, 0.74, 38
0, 1.5, 6
54, 0.42, 65
59, 0.42, 64
61, 0.09, 67
73, 0.42, 36
61, 0.19, 0
0, 1.8, 6
50, 0.37, 64
53, 0.42, 63
54, 0.09, 53
55, 0.56, 22
0, 1.5, 7
50, 0.37, 63
55, 0.37, 70
57, 0.7, 40
0, 1.7, 6
48, 0.42, 61
54, 0.37, 67
56, 0.88, 44
0, 1.4, 9
51, 0.33, 67
56, 0.42, 72
58, 0.88, 42
0, 1.2, 11
53, 0.42, 73
58, 0.37, 75
60, 0.79, 40
0, 1.5, 10
53, 0.37, 74
58, 0.37, 77
60, 0.84, 40
0, 1.4, 9
53, 0.42, 72
58, 0.37, 72
60, 0.79, 39
0, 1.4, 10
53, 0.37, 75
58, 0.33, 78
60, 0.79, 40
0, 1.3, 16
61, 0.23, 76
73, 0.05, 82
66, 0.42, 84
68, 1.1, 53
0, 1.1, 14
61, 0.37, 78
66, 0.33, 85
67, 1.0, 81
68, 0.42, 15
0, 0.98, 16
61, 0.28, 75
64, 0.46, 79
66, 0.98, 44
0, 1.4, 18
73, 0.14, 78
66, 0.51, 82
67, 0.37, 84
68, 0.84, 41
0, 1.2, 11
63, 0.37, 82
68, 0.42, 76
70, 1.1, 41
0, 0.93, 14
60, 0.37, 82
65, 0.37, 78
67, 1.1, 49
0, 0.84, 14
57, 0.42, 68
62, 0.33, 76
64, 1.2, 45
0, 0.74, 11
53, 0.46, 73
58, 0.46, 69
60, 1.1, 42
0, 1.1, 7
48, 0.51, 68
54, 0.33, 70
56, 1.3, 51
0, 0.6, 20
46, 0.46, 69
51, 0.37, 75
53, 1.3, 53
0, 0.98, 8
48, 0.46, 74
53, 0.42, 69
55, 1.0, 39
0, 1.0, 9
50, 0.42, 56
55, 0.42, 68
57, 1.3, 48
0, 0.98, 15
52, 0.7, 73
57, 0.42, 70
59, 1.3, 47
0, 0.79, 15
53, 0.46, 72
58, 0.46, 69
60, 0.98, 39
0, 1.1, 14
53, 0.56, 68
57, 0.05, 71
58, 0.23, 70
60, 1.0, 41
0, 1.1, 6
50, 0.42, 63
53, 0.37, 66
55, 0.93, 38
0, 1.1, 9
50, 0.37, 61
55, 0.37, 69
57, 0.98, 42
0, 1.1, 14
52, 0.46, 74
57, 0.46, 71
58, 0.42, 64
59, 0.42, 14
0, 1.1, 10
49, 0.19, 65
48, 0.05, 65
49, 0.19, 50
54, 0.42, 67
56, 0.42, 66
55, 0.14, 57
56, 0.37, 13
0, 1.1, 7
47, 0.51, 72
53, 0.51, 74
55, 0.93, 40
0, 1.0, 13
57, 0.74, 67
62, 0.42, 76
64, 1.1, 50
0, 1.2, 8
53, 0.51, 65
60, 0.6, 65
58, 0.93, 40
0, 1.0, 10
52, 0.56, 71
57, 0.46, 70
59, 0.05, 68
58, 0.65, 56
59, 0.19, 0
0, 0.7, 15
54, 0.42, 64
59, 0.51, 68
73, 0.79, 46
61, 0.19, 0
0, 1.0, 16
63, 0.46, 80
68, 0.46, 79
70, 1.0, 44
0, 0.79, 19
60, 0.51, 86
65, 0.56, 86
67, 1.1, 46
0, 0.84, 15
59, 0.51, 69
64, 0.56, 78
65, 0.37, 73
66, 0.6, 31
0, 0.98, 19
59, 0.37, 73
64, 0.51, 81
65, 0.51, 75
66, 0.79, 39
0, 0.56, 22
59, 0.46, 70
64, 0.51, 81
65, 0.7, 70
66, 0.42, 7
0, 0.74, 22
58, 0.42, 72
64, 0.51, 83
65, 0.51, 72
66, 0.51, 18
0, 0.84, 9
53, 0.56, 70
58, 0.51, 72
60, 1.1, 42
0, 0.79, 10
50, 0.56, 59
55, 0.46, 68
57, 1.3, 50
0, 0.74, 8
48, 0.56, 61
54, 0.56, 65
56, 0.19, 63
55, 0.33, 56
56, 0.6, 22
0, 0.74, 8
47, 0.51, 61
52, 0.6, 71
54, 0.23, 71
53, 0.14, 67
54, 0.46, 18
0, 1.2, 11
58, 0.56, 69
63, 0.51, 82
64, 0.09, 90
65, 1.0, 46
0, 0.65, 20
55, 0.51, 68
60, 0.51, 72
61, 0.79, 58
62, 0.28, 2
0, 0.88, 6
50, 0.46, 59
53, 0.51, 68
55, 1.0, 40
0, 0.74, 10
56, 0.6, 70
73, 0.46, 80
62, 0.09, 72
63, 1.1, 48
0, 0.7, 17
50, 0.51, 54
55, 0.46, 69
56, 0.51, 65
57, 0.6, 28
0, 0.7, 4
47, 0.6, 73
52, 0.46, 74
53, 0.56, 64
54, 0.51, 25
0, 0.74, 23
58, 0.51, 74
63, 0.46, 78
64, 0.56, 76
65, 0.65, 19
0, 0.65, 20
57, 0.51, 68
62, 0.51, 77
64, 1.2, 57
0, 0.6, 18
56, 0.56, 57
61, 0.65, 64
63, 1.2, 48
0, 0.46, 26
55, 0.46, 59
60, 0.46, 73
62, 0.88, 47
0, 2.4, 3
54, 0.84, 63
59, 0.56, 69
61, 1.1, 40
0, 0.84, 9
50, 0.56, 49
55, 0.46, 66
57, 1.1, 47
0, 0.98, 3
48, 0.46, 52
53, 0.51, 64
55, 1.2, 40
0, 0.74, 24
47, 0.42, 72
52, 0.6, 68
53, 0.19, 57
54, 0.79, 31
0, 0.79, 16
57, 0.6, 69
62, 0.46, 72
64, 0.88, 41
0, 1.0, 10
53, 0.56, 70
58, 0.51, 73
60, 0.93, 46
0, 1.2, 8
50, 0.51, 53
55, 0.51, 65
57, 0.93, 45
0, 0.98, 18
47, 0.46, 71
52, 0.65, 72
54, 0.93, 40
0, 0.79, 16
47, 0.46, 64
54, 0.51, 62
56, 0.14, 59
55, 0.05, 56
56, 0.74, 32
0, 0.79, 13
49, 0.46, 64
54, 0.46, 63
56, 0.09, 62
55, 0.19, 54
56, 0.09, 57
55, 0.14, 49
56, 0.46, 16
0, 1.3, 8
49, 0.51, 67
54, 0.51, 69
56, 0.84, 41
0, 1.1, 11
55, 0.51, 71
60, 0.51, 76
62, 0.79, 40
0, 1.2, 15
63, 0.46, 83
68, 0.51, 78
70, 0.98, 43
0, 0.98, 11
54, 0.51, 66
59, 0.6, 69
61, 0.33, 62
73, 0.19, 53
61, 0.46, 8
0, 0.84, 16
58, 0.56, 80
65, 0.6, 79
67, 0.98, 45
0, 0.84, 18
60, 0.56, 85
65, 0.65, 76
66, 0.09, 71
67, 0.65, 37
0, 1.3, 12
58, 0.51, 74
63, 0.51, 80
65, 1.1, 50
0, 0.74, 23
58, 0.51, 75
63, 0.56, 83
64, 0.19, 89
65, 0.05, 82
64, 0.19, 79
65, 0.65, 26
0, 0.93, 14
64, 0.51, 79
69, 0.46, 83
71, 1.1, 49
0, 0.84, 17
67, 0.46, 81
72, 0.56, 90
74, 1.6, 69
0, 0.46, 34
60, 0.46, 84
65, 0.6, 83
67, 1.5, 51
0, 0.51, 12
51, 0.46, 67
56, 0.56, 70
58, 1.2, 50
0, 0.88, 9
51, 0.56, 63
56, 0.56, 67
58, 0.93, 42
0, 0.88, 13
53, 0.51, 70
58, 0.51, 75
60, 0.93, 46
0, 0.84, 13
53, 0.56, 70
58, 0.46, 70
60, 0.88, 41
0, 1.1, 13
55, 0.46, 69
60, 0.46, 76
62, 1.2, 47
0, 0.74, 18
55, 0.46, 68
60, 0.51, 73
61, 0.09, 68
62, 1.2, 46
0, 0.56, 26
57, 0.46, 70
62, 0.46, 75
64, 1.2, 51
0, 0.65, 22
57, 0.19, 69
56, 0.33, 67
62, 0.46, 73
64, 1.3, 52
0, 0.46, 26
60, 0.51, 78
65, 0.51, 80
67, 1.4, 54
0, 0.33, 31
57, 0.56, 68
62, 0.46, 76
64, 1.3, 48
0, 0.46, 21
54, 0.51, 63
59, 0.51, 60
61, 0.23, 67
73, 1.0, 41
61, 0.05, 0
0, 0.56, 13
50, 0.56, 51
55, 0.46, 65
57, 0.09, 64
56, 0.14, 62
57, 0.05, 62
56, 0.19, 58
57, 0.46, 23
0, 0.84, 24
47, 0.46, 76
52, 0.56, 73
54, 0.98, 43
0, 0.65, 10
53, 0.56, 68
58, 0.46, 73
60, 0.98, 42
0, 0.6, 28
59, 0.37, 70
64, 0.6, 77
65, 0.65, 71
66, 0.32, 1
0, 0.51, 23
63, 0.56, 79
68, 0.6, 77
70, 1.3, 46
0, 5.0, 2
55, 0.46, 67
60, 0.46, 74
62, 1.2, 46
0, 0.98, 10
54, 0.46, 66
59, 0.56, 69
73, 0.84, 54
61, 0.14, 0
0, 1.2, 6
50, 0.51, 59
55, 0.51, 70
56, 0.19, 66
57, 0.05, 64
56, 0.14, 59
57, 0.51, 23
0, 0.98, 5
47, 0.6, 71
52, 0.46, 74
54, 0.98, 45
0, 0.79, 16
53, 0.6, 73
58, 0.51, 75
60, 0.93, 38
0, 0.7, 26
48, 0.56, 72
54, 0.51, 67
55, 0.7, 49
56, 0.19, 0
0, 0.88, 4
51, 0.6, 66
58, 0.6, 66
55, 0.05, 50
56, 0.84, 33
0, 0.79, 16
55, 0.51, 64
60, 0.51, 73
61, 0.37, 61
62, 0.6, 23
0, 0.88, 20
59, 0.37, 70
64, 0.6, 79
65, 0.42, 72
66, 0.14, 55
65, 0.09, 1
66, 0.14, 0
0, 1.5, 7
61, 0.51, 73
66, 0.46, 87
67, 0.23, 83
68, 0.05, 82
67, 0.09, 82
68, 0.6, 36
0, 1.0, 18
61, 0.46, 84
66, 0.46, 81
68, 2.0, 79
63, 0.51, 77
68, 0.6, 78
70, 0.23, 67
69, 0.42, 60
70, 0.33, 4
0, 1.1, 11
67, 0.46, 77
72, 0.56, 89
74, 0.74, 48
0, 1.3, 11
62, 0.51, 75
67, 0.51, 74
69, 0.93, 41
0, 0.84, 15
59, 0.46, 68
64, 0.56, 74
65, 0.42, 77
66, 0.56, 27
0, 0.7, 22
57, 0.51, 69
62, 0.46, 76
64, 1.0, 46
0, 0.65, 19
55, 0.46, 68
60, 0.51, 77
62, 0.84, 42
0, 0.79, 9
51, 0.46, 63
56, 0.56, 70
58, 1.0, 59
59, 0.19, 67
58, 0.37, 65
64, 0.6, 72
65, 0.09, 79
66, 0.56, 27
0, 0.56, 25
67, 0.46, 76
72, 0.56, 84
74, 0.79, 47
0, 0.6, 19
63, 0.42, 84
68, 0.46, 78
70, 0.42, 35
61, 0.51, 82
66, 0.46, 78
68, 0.46, 38
64, 0.56, 59
57, 0.46, 65
59, 0.56, 55
52, 0.7, 27
0, 1.5, 13
54, 0.42, 91
56, 0.42, 86
58, 0.6, 37
0, 1.4, 12
60, 0.37, 85
62, 0.46, 98
64, 0.6, 42
0, 1.4, 13
59, 0.37, 81
61, 0.42, 89
63, 0.6, 41
0, 1.8, 11
57, 0.46, 89
59, 0.33, 79
61, 0.84, 43
0, 1.5, 8
56, 0.51, 87
58, 0.42, 72
60, 0.7, 38
0, 1.0, 17
54, 0.37, 87
56, 0.46, 82
58, 0.74, 45
0, 0.14, 79
60, 0.42, 87
62, 0.46, 99
64, 0.7, 47
0, 1.0, 20
57, 0.37, 87
59, 0.46, 81
61, 1.0, 57
0, 0.05, 109
62, 0.51, 107
64, 0.51, 110
65, 0.09, 105
66, 0.09, 97
65, 0.19, 85
66, 0.46, 25
0, 1.5, 12
55, 0.33, 83
57, 0.51, 85
58, 0.09, 72
59, 0.51, 27
0, 0.7, 31
54, 0.42, 91
56, 0.42, 85
58, 0.79, 44
0, 0.79, 27
60, 0.33, 95
62, 0.46, 101
64, 0.7, 50
0, 0.65, 38
53, 0.42, 79
55, 0.33, 80
57, 0.84, 49
0, 0.56, 34
56, 0.37, 85
58, 0.42, 82
60, 0.79, 36
0, 0.56, 37
58, 0.37, 81
60, 0.37, 88
62, 0.88, 43
0, 0.46, 41
59, 0.33, 83
61, 0.42, 93
63, 0.84, 51
0, 0.74, 31
60, 0.33, 91
62, 0.37, 102
64, 0.84, 56
0, 0.93, 28
65, 0.37, 100
67, 0.37, 90
69, 0.7, 40
0, 1.6, 14
62, 0.28, 109
64, 0.42, 109
66, 0.84, 48
0, 0.98, 21
55, 0.28, 89
57, 0.42, 86
58, 0.74, 43
0, 0.84, 25
60, 0.28, 98
62, 0.37, 103
64, 0.74, 55
0, 0.88, 23
59, 0.37, 88
61, 0.37, 96
62, 0.09, 92
63, 0.74, 52
0, 0.79, 28
52, 0.37, 86
54, 0.28, 79
56, 0.98, 45
0, 0.7, 39
53, 0.37, 86
55, 0.37, 80
57, 0.93, 47
0, 0.6, 35
58, 0.42, 84
60, 0.37, 86
62, 0.79, 37
0, 0.84, 22
58, 0.37, 77
60, 0.37, 84
62, 0.88, 43
0, 0.65, 24
56, 0.42, 88
58, 0.37, 76
60, 0.79, 32
0, 0.93, 24
54, 0.28, 87
56, 0.42, 87
58, 0.88, 41
0, 1.9, 11
53, 0.37, 88
55, 0.33, 85
57, 1.5, 58
0, 1.1, 23
52, 0.33, 92
54, 0.37, 90
56, 2.6, 63
0, 1.4, 14
60, 0.33, 96
62, 0.42, 98
64, 0.37, 8
0, 1.6, 12
61, 0.33, 93
63, 0.42, 94
65, 0.42, 3
0, 1.7, 14
65, 0.46, 96
67, 0.23, 74
69, 0.28, 8
0, 1.7, 11
62, 0.51, 99
64, 0.7, 103
66, 0.84, 48
0, 1.8, 12
57, 0.33, 88
59, 0.28, 83
61, 0.98, 46
0, 1.2, 18
53, 0.42, 84
55, 0.42, 80
57, 0.84, 48
0, 1.1, 18
52, 0.33, 82
54, 0.37, 78
56, 0.7, 39
0, 0.98, 20
58, 0.42, 87
60, 0.56, 90
61, 0.09, 85
62, 0.09, 89
61, 0.14, 77
62, 0.51, 19
0, 0.6, 33
51, 0.46, 90
53, 0.42, 86
55, 0.65, 40
0, 0.65, 39
63, 0.37, 111
65, 0.51, 98
67, 0.79, 29
0, 1.8, 12
54, 0.33, 96
56, 0.42, 82
58, 0.37, 22
0, 0.84, 25
60, 0.28, 101
62, 0.42, 98
64, 0.46, 39
0, 0.79, 37
48, 0.33, 92
51, 0.46, 90
53, 0.37, 22
0, 0.51, 41
54, 0.28, 85
56, 0.46, 86
58, 0.37, 12
0, 0.65, 30
60, 1.1, 81
62, 0.42, 99
64, 0.42, 24
0, 0.6, 34
57, 0.42, 86
59, 0.42, 85
61, 1.3, 55
0, 1.7, 13
58, 0.42, 74
60, 0.37, 93
62, 1.1, 56
0, 0.79, 25
53, 0.37, 91
55, 0.37, 84
57, 0.56, 37
0, 0.28, 68
58, 0.37, 81
60, 0.37, 91
62, 1.1, 54
0, 0.42, 38
56, 0.42, 84
58, 0.37, 75
60, 0.51, 56
61, 0.51, 95
63, 0.37, 100
64, 0.14, 97
65, 0.79, 53
0, 1.0, 23
53, 0.37, 85
55, 0.28, 80
57, 0.46, 33
0, 0.37, 50
59, 0.37, 82
61, 0.42, 92
63, 0.74, 68
64, 0.51, 111
66, 0.37, 95
68, 0.84, 37
0, 1.7, 11
53, 0.33, 85
55, 0.42, 83
57, 0.65, 37
0, 0.46, 38
52, 0.42, 89
54, 0.37, 89
56, 0.56, 41
0, 0.65, 34
51, 0.37, 94
53, 0.42, 82
55, 0.56, 32
0, 0.74, 37
50, 0.33, 92
52, 0.42, 89
54, 0.65, 39
0, 0.65, 38
48, 0.37, 88
51, 0.46, 92
53, 0.7, 53
0, 0.28, 69
60, 0.32, 91
62, 0.37, 100
64, 0.65, 52
0, 0.84, 33
48, 0.33, 90
51, 0.46, 93
53, 0.6, 52
0, 0.28, 83
62, 0.33, 106
64, 0.42, 108
66, 0.7, 46
0, 0.79, 31
48, 0.28, 87
51, 0.42, 86
53, 0.42, 66
60, 0.33, 92
62, 0.14, 103
64, 0.37, 84
62, 0.28, 102
64, 0.28, 109
66, 0.33, 96
64, 0.33, 107
66, 0.33, 97
67, 0.42, 41
68, 0.14, 0
67, 0.09, 0
0, 1.7, 14
57, 0.28, 88
59, 0.28, 82
61, 0.46, 61
55, 0.28, 84
57, 0.28, 82
59, 0.42, 31
0, 0.28, 68
53, 0.33, 80
55, 0.23, 83
57, 0.65, 36
0, 1.5, 18
53, 0.28, 88
55, 0.23, 87
57, 0.51, 53
52, 0.33, 87
54, 0.23, 87
56, 0.51, 33
0, 0.42, 52
58, 0.28, 80
60, 0.28, 92
62, 0.6, 27
0, 0.46, 40
55, 0.51, 87
57, 0.65, 88
59, 0.23, 73
58, 0.14, 56
59, 0.37, 16
0, 0.93, 25
51, 0.6, 90
53, 1.1, 92
55, 0.88, 44
0, 0.88, 24
57, 0.93, 89
59, 0.05, 82
58, 0.05, 82
59, 0.09, 80
58, 0.23, 77
59, 0.46, 79
61, 1.0, 50
0, 0.88, 23
62, 0.6, 98
64, 0.65, 108
66, 0.6, 20
0, 2.4, 9
53, 0.37, 86
55, 0.28, 84
57, 0.56, 35
0, 1.0, 20
58, 0.33, 79
60, 0.33, 82
62, 0.7, 29
0, 0.23, 81
56, 0.33, 86
58, 0.37, 75
60, 0.65, 28
0, 0.56, 34
55, 0.23, 86
57, 0.42, 83
59, 0.6, 37
0, 0.65, 38
54, 0.23, 86
56, 0.37, 86
58, 0.65, 39
0, 0.56, 37
52, 0.33, 86
54, 0.28, 81
56, 0.65, 37
0, 0.56, 40
57, 0.33, 87
59, 0.33, 85
61, 0.7, 39
0, 0.6, 43
52, 0.28, 86
54, 0.28, 82
56, 0.65, 37
0, 0.56, 42
58, 0.28, 73
60, 0.33, 87
61, 0.23, 71
62, 0.56, 17
0, 0.46, 53
51, 0.28, 94
53, 0.37, 80
55, 0.51, 27
0, 0.56, 36
57, 0.32, 86
59, 0.33, 83
61, 0.7, 38
0, 0.42, 49
56, 0.32, 88
58, 0.37, 65
60, 0.7, 35
0, 0.56, 34
55, 0.23, 89
57, 0.42, 81
59, 0.6, 33
0, 0.6, 37
60, 0.33, 93
62, 0.37, 100
64, 0.56, 50
0, 0.56, 37
51, 0.28, 85
53, 0.37, 74
55, 0.6, 36
0, 0.56, 39
53, 0.33, 80
55, 0.28, 84
57, 0.7, 39
0, 0.46, 45
58, 0.28, 79
60, 0.32, 91
62, 0.88, 42
0, 0.7, 33
64, 0.79, 108
66, 0.23, 90
67, 0.56, 35
0, 0.84, 28
62, 0.98, 94
64, 0.37, 107
66, 0.6, 50
0, 1.3, 22
61, 0.05, 92
60, 0.05, 91
61, 0.74, 86
63, 0.37, 104
64, 0.23, 100
65, 0.79, 55
0, 0.84, 29
58, 0.88, 77
61, 0.46, 91
62, 0.09, 90
63, 0.65, 35
0, 1.3, 17
57, 0.28, 87
59, 0.33, 86
61, 0.65, 30
0, 1.3, 16
55, 0.19, 97
57, 0.33, 83
59, 0.42, 23
0, 1.8, 10
54, 0.28, 72
56, 0.37, 69
58, 0.79, 37
0, 1.2, 17
58, 0.23, 80
60, 0.28, 94
61, 0.09, 82
62, 0.6, 22
0, 0.6, 40
52, 0.28, 94
54, 0.14, 84
56, 0.6, 37
0, 0.7, 29
57, 0.28, 84
59, 0.28, 92
60, 0.09, 79
61, 0.51, 21
0, 0.6, 38
53, 0.28, 78
55, 0.23, 85
57, 0.6, 35
0, 1.2, 17
58, 0.23, 82
60, 0.28, 97
62, 0.65, 67
63, 0.33, 113
65, 0.28, 99
67, 0.6, 41
0, 1.6, 14
54, 0.23, 87
56, 0.28, 83
58, 0.51, 34
0, 2.0, 10
61, 0.23, 100
63, 0.37, 105
65, 0.7, 42
0, 0.33, 81
62, 0.28, 110
64, 0.42, 112
65, 0.42, 111
66, 0.84, 52
0, 1.3, 17
63, 0.33, 114
65, 0.51, 106
66, 0.37, 74
67, 0.19, 5
0, 0.42, 41
60, 0.32, 93
62, 0.37, 101
64, 0.65, 48
0, 1.0, 18
58, 0.37, 79
60, 0.37, 91
62, 1.7, 65
0, 2.7, 8
61, 0.37, 98
